schema,hardware,execution_mode,container_image,container_digest,operation,resolution,input,size,fps,frames,warmup_frames,run_index,runs_planned,qp,gop_size,engine_profile,payload_bytes,payload_bpp,codec_time_seconds,throughput_fps,process_time_seconds,process_throughput_fps,psnr_yuv,peak_memory_mb,peak_gpu_memory_mb,peak_system_memory_mb,min_largest_free_block_mb,memory_sampler,memory_sample_ms
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","2","2","32","30","540p","159379","0.024595525","1.502","66.571","3.966149","25.213374","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","2","2","32","30","540p","159379","0.024595525","1.060","94.377","3.812023","26.232790","35.978429","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","average","2","32","30","540p","159379","0.024595525","1.344500","75.398000","3.929928","25.445759","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","average","2","32","30","540p","159379","0.024595525","1.227000","83.053000","3.991681","25.052102","35.978429","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","1","2","32","30","720p","138551","0.012026997","1.200","83.320","3.667071","27.269720","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","1","2","32","30","720p","138551","0.012026997","2.874","34.791","6.145780","16.271328","40.441241","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","2","2","32","30","720p","138551","0.012026997","2.380","42.016","4.970625","20.118194","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","2","2","32","30","720p","138551","0.012026997","1.748","57.204","4.667636","21.424121","40.441241","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","average","2","32","30","720p","138551","0.012026997","1.790000","62.668000","4.318848","23.154323","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","average","2","32","30","720p","138551","0.012026997","2.311000","45.997500","5.406708","18.495543","40.441241","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","1","2","32","30","1080p","406179","0.015670486","5.681","17.602","8.855109","11.292916","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","1","2","32","30","1080p","406179","0.015670486","3.289","30.405","7.218067","13.854125","36.532072","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","2","32","30","1080p","406179","0.015670486","2.675","37.385","5.747397","17.399181","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","2","32","30","1080p","406179","0.015670486","3.250","30.773","7.047313","14.189805","36.532072","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","2","32","30","1080p","406179","0.015670486","4.178000","27.493500","7.301253","13.696279","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","2","32","30","1080p","406179","0.015670486","3.269500","30.589000","7.132690","14.019956","36.532072","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","30","100","10","1","2","32","100","qcif","10015","0.031613005","0.260","384.223","2.183208","45.804156","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","30","100","10","1","2","32","100","qcif","10015","0.031613005","0.236","423.284","2.280030","43.859072","37.955549","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","30","100","10","2","2","32","100","qcif","10015","0.031613005","0.257","388.444","2.205892","45.333135","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","30","100","10","2","2","32","100","qcif","10015","0.031613005","0.240","416.251","2.313496","43.224626","37.955549","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","30","100","10","average","2","32","100","qcif","10015","0.031613005","0.258500","386.333500","2.194550","45.567428","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","30","100","10","average","2","32","100","qcif","10015","0.031613005","0.238000","419.767500","2.296763","43.539538","37.955549","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","cif","/input/cif/waterfall_cif.yuv","352x288","30","100","10","1","2","32","100","cif","32953","0.026004577","0.267","374.215","2.318868","43.124490","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","cif","/input/cif/waterfall_cif.yuv","352x288","30","100","10","1","2","32","100","cif","32953","0.026004577","0.304","329.015","2.309915","43.291636","34.725773","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","cif","/input/cif/waterfall_cif.yuv","352x288","30","100","10","2","2","32","100","cif","32953","0.026004577","0.276","361.718","2.219313","45.058989","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","cif","/input/cif/waterfall_cif.yuv","352x288","30","100","10","2","2","32","100","cif","32953","0.026004577","0.294","339.791","2.240679","44.629329","34.725773","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","cif","/input/cif/waterfall_cif.yuv","352x288","30","100","10","average","2","32","100","cif","32953","0.026004577","0.271500","367.966500","2.269090","44.070530","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","cif","/input/cif/waterfall_cif.yuv","352x288","30","100","10","average","2","32","100","cif","32953","0.026004577","0.299000","334.403000","2.275297","43.950306","34.725773","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","1","2","32","100","360p","77960","0.027069444","0.361","276.687","2.437891","41.019061","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","1","2","32","100","360p","77960","0.027069444","0.432","231.696","2.753348","36.319419","34.692829","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","2","2","32","100","360p","77960","0.027069444","0.368","271.514","2.457009","40.699892","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","2","2","32","100","360p","77960","0.027069444","0.445","224.571","2.597230","38.502558","34.692829","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","average","2","32","100","360p","77960","0.027069444","0.364500","274.100500","2.447450","40.858853","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","average","2","32","100","360p","77960","0.027069444","0.438500","228.133500","2.675289","37.379139","34.692829","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","1","2","32","100","540p","132289","0.020414969","0.612","163.495","2.804770","35.653547","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","1","2","32","100","540p","132289","0.020414969","0.757","132.071","3.186646","31.380957","35.697533","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","2","2","32","100","540p","132289","0.020414969","0.616","162.233","2.870072","34.842331","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","2","2","32","100","540p","132289","0.020414969","0.781","128.086","3.217125","31.083654","35.697533","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","average","2","32","100","540p","132289","0.020414969","0.614000","162.864000","2.837421","35.243272","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","average","2","32","100","540p","132289","0.020414969","0.769000","130.078500","3.201885","31.231603","35.697533","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","1","2","32","100","720p","76746","0.006661979","1.058","94.538","3.368712","29.684936","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","1","2","32","100","720p","76746","0.006661979","1.354","73.849","4.030854","24.808639","40.359799","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","2","2","32","100","720p","76746","0.006661979","1.081","92.536","3.461667","28.887816","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","2","2","32","100","720p","76746","0.006661979","1.352","73.957","4.016996","24.894224","40.359799","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","average","2","32","100","720p","76746","0.006661979","1.069500","93.537000","3.415189","29.280956","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","average","2","32","100","720p","76746","0.006661979","1.353000","73.903000","4.023925","24.851358","40.359799","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","1","2","32","100","1080p","340907","0.013152276","2.518","39.716","5.617377","17.801903","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","1","2","32","100","1080p","340907","0.013152276","3.122","32.033","6.971215","14.344702","36.319967","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","2","32","100","1080p","340907","0.013152276","2.483","40.269","5.603766","17.845142","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","2","32","100","1080p","340907","0.013152276","3.096","32.299","6.907516","14.476984","36.319967","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","2","32","100","1080p","340907","0.013152276","2.500500","39.992500","5.610571","17.823498","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx5060","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","2","32","100","1080p","340907","0.013152276","3.109000","32.166000","6.939366","14.410538","36.319967","null","null","null","null","none","0"
