"schema","hardware","execution_mode","container_image","container_digest","operation","resolution","input","size","fps","frames","warmup_frames","run_index","runs_planned","qp","gop_size","engine_profile","payload_bytes","payload_bpp","codec_time_seconds","throughput_fps","psnr_yuv","peak_memory_mb","peak_gpu_memory_mb","peak_system_memory_mb","min_largest_free_block_mb","memory_sampler","memory_sample_ms"
"resolution-matrix.v1","rtx4070","native","","","decode","1080p","/home/oelghati/NVCR/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","2","32","30","1080p","406322","0.015676003","2.038","49.060","36.531272","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","1080p","/home/oelghati/NVCR/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","2","32","30","1080p","406322","0.015676003","2.110000","47.399000","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","1080p","/home/oelghati/NVCR/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","2","32","30","1080p","406322","0.015676003","2.042500","48.961500","36.531272","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","qcif","/home/oelghati/NVCR/../datasets/qcif/akiyo_qcif.yuv","176x144","30","100","10","1","2","32","100","qcif","10097","0.031871843","0.109","916.069","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","qcif","/home/oelghati/NVCR/../datasets/qcif/akiyo_qcif.yuv","176x144","30","100","10","1","2","32","100","qcif","10097","0.031871843","0.101","988.171","38.018328","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","qcif","/home/oelghati/NVCR/../datasets/qcif/akiyo_qcif.yuv","176x144","30","100","10","2","2","32","100","qcif","10097","0.031871843","0.110","913.233","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","qcif","/home/oelghati/NVCR/../datasets/qcif/akiyo_qcif.yuv","176x144","30","100","10","2","2","32","100","qcif","10097","0.031871843","0.094","1060.817","38.018328","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","qcif","/home/oelghati/NVCR/../datasets/qcif/akiyo_qcif.yuv","176x144","30","100","10","average","2","32","100","qcif","10097","0.031871843","0.109500","914.651000","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","qcif","/home/oelghati/NVCR/../datasets/qcif/akiyo_qcif.yuv","176x144","30","100","10","average","2","32","100","qcif","10097","0.031871843","0.097500","1024.494000","38.018328","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","cif","/home/oelghati/NVCR/../datasets/cif/waterfall_cif.yuv","352x288","30","100","10","1","2","32","100","cif","33030","0.026065341","0.184","542.799","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","cif","/home/oelghati/NVCR/../datasets/cif/waterfall_cif.yuv","352x288","30","100","10","1","2","32","100","cif","33030","0.026065341","0.165","606.296","34.739865","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","cif","/home/oelghati/NVCR/../datasets/cif/waterfall_cif.yuv","352x288","30","100","10","2","2","32","100","cif","33030","0.026065341","0.179","557.343","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","cif","/home/oelghati/NVCR/../datasets/cif/waterfall_cif.yuv","352x288","30","100","10","2","2","32","100","cif","33030","0.026065341","0.166","602.745","34.739865","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","cif","/home/oelghati/NVCR/../datasets/cif/waterfall_cif.yuv","352x288","30","100","10","average","2","32","100","cif","33030","0.026065341","0.181500","550.071000","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","cif","/home/oelghati/NVCR/../datasets/cif/waterfall_cif.yuv","352x288","30","100","10","average","2","32","100","cif","33030","0.026065341","0.165500","604.520500","34.739865","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","360p","/home/oelghati/NVCR/../datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","1","2","32","100","360p","77884","0.027043056","0.247","404.708","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","360p","/home/oelghati/NVCR/../datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","1","2","32","100","360p","77884","0.027043056","0.250","400.122","34.690251","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","360p","/home/oelghati/NVCR/../datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","2","2","32","100","360p","77884","0.027043056","0.234","428.148","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","360p","/home/oelghati/NVCR/../datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","2","2","32","100","360p","77884","0.027043056","0.250","400.365","34.690251","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","360p","/home/oelghati/NVCR/../datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","average","2","32","100","360p","77884","0.027043056","0.240500","416.428000","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","360p","/home/oelghati/NVCR/../datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","average","2","32","100","360p","77884","0.027043056","0.250000","400.243500","34.690251","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","540p","/home/oelghati/NVCR/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","1","2","32","100","540p","131972","0.020366049","0.445","224.671","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","540p","/home/oelghati/NVCR/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","1","2","32","100","540p","131972","0.020366049","0.473","211.478","35.700143","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","540p","/home/oelghati/NVCR/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","2","2","32","100","540p","131972","0.020366049","0.434","230.349","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","540p","/home/oelghati/NVCR/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","2","2","32","100","540p","131972","0.020366049","0.473","211.528","35.700143","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","540p","/home/oelghati/NVCR/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","average","2","32","100","540p","131972","0.020366049","0.439500","227.510000","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","540p","/home/oelghati/NVCR/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","average","2","32","100","540p","131972","0.020366049","0.473000","211.503000","35.700143","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","720p","/home/oelghati/NVCR/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","1","2","32","100","720p","76804","0.006667014","0.975","102.552","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","720p","/home/oelghati/NVCR/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","1","2","32","100","720p","76804","0.006667014","0.928","107.721","40.371141","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","720p","/home/oelghati/NVCR/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","2","2","32","100","720p","76804","0.006667014","0.975","102.559","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","720p","/home/oelghati/NVCR/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","2","2","32","100","720p","76804","0.006667014","0.933","107.204","40.371141","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","720p","/home/oelghati/NVCR/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","average","2","32","100","720p","76804","0.006667014","0.975000","102.555500","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","720p","/home/oelghati/NVCR/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","average","2","32","100","720p","76804","0.006667014","0.930500","107.462500","40.371141","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","1080p","/home/oelghati/NVCR/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","1","2","32","100","1080p","341152","0.013161728","1.979","50.543","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","1080p","/home/oelghati/NVCR/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","1","2","32","100","1080p","341152","0.013161728","1.925","51.942","36.325376","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","1080p","/home/oelghati/NVCR/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","2","32","100","1080p","341152","0.013161728","1.985","50.373","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","decode","1080p","/home/oelghati/NVCR/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","2","32","100","1080p","341152","0.013161728","1.925","51.951","36.325376","null","null","null","null","none","0"
"resolution-matrix.v1","rtx4070","native","","","encode","1080p","/home/oelghati/NVCR/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","2","32","100","1080p","341152","0.013161728","1.982000","50.458000","null","null","null","null","null","none","0"
