schema,hardware,operation,resolution,input,size,fps,frames,warmup_frames,run_index,runs_planned,qp,gop_size,engine_profile,payload_bytes,payload_bpp,codec_time_seconds,throughput_fps,psnr_yuv
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","average","3","63","1","720p","9222171","0.300953262","6.365333","41.789333","43.695224"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","1","3","63","1","1080p","21895889","0.317574738","16.081","16.541","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","1","3","63","1","1080p","21895889","0.317574738","14.832","17.934","40.789687"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","2","3","63","1","1080p","21895889","0.317574738","16.095","16.527","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","2","3","63","1","1080p","21895889","0.317574738","14.805","17.967","40.789687"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","3","3","63","1","1080p","21895889","0.317574738","16.110","16.512","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","3","3","63","1","1080p","21895889","0.317574738","14.819","17.950","40.789687"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","average","3","63","1","1080p","21895889","0.317574738","16.095333","16.526667","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","average","3","63","1","1080p","21895889","0.317574738","14.818667","17.950333","40.789687"
"resolution-matrix.v1","rtx4070","encode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","1","3","63","8","qcif","129707","0.153920549","0.288","922.970","null"
"resolution-matrix.v1","rtx4070","decode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","1","3","63","8","qcif","129707","0.153920549","0.259","1026.750","42.921454"
"resolution-matrix.v1","rtx4070","encode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","2","3","63","8","qcif","129707","0.153920549","0.275","965.933","null"
"resolution-matrix.v1","rtx4070","decode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","2","3","63","8","qcif","129707","0.153920549","0.263","1011.847","42.921454"
"resolution-matrix.v1","rtx4070","encode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","3","3","63","8","qcif","129707","0.153920549","0.276","964.864","null"
"resolution-matrix.v1","rtx4070","decode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","3","3","63","8","qcif","129707","0.153920549","0.260","1024.947","42.921454"
"resolution-matrix.v1","rtx4070","encode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","average","3","63","8","qcif","129707","0.153920549","0.279667","951.255667","null"
"resolution-matrix.v1","rtx4070","decode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","average","3","63","8","qcif","129707","0.153920549","0.260667","1021.181333","42.921454"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","1","3","63","8","cif","2516992","0.746715273","0.512","519.308","null"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","1","3","63","8","cif","2516992","0.746715273","0.555","479.094","29.260968"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","2","3","63","8","cif","2516992","0.746715273","0.495","537.038","null"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","2","3","63","8","cif","2516992","0.746715273","0.553","480.923","29.260968"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","3","3","63","8","cif","2516992","0.746715273","0.494","537.987","null"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","3","3","63","8","cif","2516992","0.746715273","0.553","481.179","29.260968"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","average","3","63","8","cif","2516992","0.746715273","0.500333","531.444333","null"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","average","3","63","8","cif","2516992","0.746715273","0.553667","480.398667","29.260968"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","1","3","63","8","720p","2538090","0.082827185","3.143","84.620","null"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","1","3","63","8","720p","2538090","0.082827185","2.960","89.852","43.792410"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","2","3","63","8","720p","2538090","0.082827185","3.138","84.777","null"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","2","3","63","8","720p","2538090","0.082827185","2.954","90.048","43.792410"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","3","3","63","8","720p","2538090","0.082827185","3.139","84.753","null"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","3","3","63","8","720p","2538090","0.082827185","2.961","89.831","43.792410"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","average","3","63","8","720p","2538090","0.082827185","3.140000","84.716667","null"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","average","3","63","8","720p","2538090","0.082827185","2.958333","89.910333","43.792410"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","1","3","63","8","1080p","8343060","0.121006509","6.601","40.298","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","1","3","63","8","1080p","8343060","0.121006509","6.375","41.728","39.811621"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","2","3","63","8","1080p","8343060","0.121006509","6.610","40.244","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","2","3","63","8","1080p","8343060","0.121006509","6.364","41.795","39.811621"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","3","3","63","8","1080p","8343060","0.121006509","6.613","40.222","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","3","3","63","8","1080p","8343060","0.121006509","6.374","41.730","39.811621"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","average","3","63","8","1080p","8343060","0.121006509","6.608000","40.254667","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","average","3","63","8","1080p","8343060","0.121006509","6.371000","41.751000","39.811621"
"resolution-matrix.v1","rtx4070","encode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","1","3","63","265","qcif","59086","0.070116105","0.260","1023.747","null"
"resolution-matrix.v1","rtx4070","decode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","1","3","63","265","qcif","59086","0.070116105","0.233","1143.306","42.803238"
"resolution-matrix.v1","rtx4070","encode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","2","3","63","265","qcif","59086","0.070116105","0.248","1072.915","null"
"resolution-matrix.v1","rtx4070","decode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","2","3","63","265","qcif","59086","0.070116105","0.233","1139.481","42.803238"
"resolution-matrix.v1","rtx4070","encode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","3","3","63","265","qcif","59086","0.070116105","0.248","1074.326","null"
"resolution-matrix.v1","rtx4070","decode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","3","3","63","265","qcif","59086","0.070116105","0.234","1135.228","42.803238"
"resolution-matrix.v1","rtx4070","encode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","average","3","63","265","qcif","59086","0.070116105","0.252000","1056.996000","null"
"resolution-matrix.v1","rtx4070","decode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","266","10","average","3","63","265","qcif","59086","0.070116105","0.233333","1139.338333","42.803238"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","1","3","63","265","cif","1525910","0.452691269","0.442","601.569","null"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","1","3","63","265","cif","1525910","0.452691269","0.458","580.203","28.474045"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","2","3","63","265","cif","1525910","0.452691269","0.424","627.869","null"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","2","3","63","265","cif","1525910","0.452691269","0.459","579.540","28.474045"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","3","3","63","265","cif","1525910","0.452691269","0.423","628.991","null"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","3","3","63","265","cif","1525910","0.452691269","0.459","579.949","28.474045"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","average","3","63","265","cif","1525910","0.452691269","0.429667","619.476333","null"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/paris_cif.yuv","352x288","30","266","10","average","3","63","265","cif","1525910","0.452691269","0.458667","579.897333","28.474045"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","1","3","63","265","720p","1118074","0.036486855","2.601","102.250","null"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","1","3","63","265","720p","1118074","0.036486855","2.464","107.966","43.849179"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","2","3","63","265","720p","1118074","0.036486855","2.611","101.894","null"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","2","3","63","265","720p","1118074","0.036486855","2.467","107.810","43.849179"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","3","3","63","265","720p","1118074","0.036486855","2.609","101.973","null"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","3","3","63","265","720p","1118074","0.036486855","2.468","107.763","43.849179"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","average","3","63","265","720p","1118074","0.036486855","2.607000","102.039000","null"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","266","10","average","3","63","265","720p","1118074","0.036486855","2.466333","107.846333","43.849179"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","1","3","63","265","1080p","5477037","0.079438135","5.284","50.345","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","1","3","63","265","1080p","5477037","0.079438135","5.137","51.785","39.657669"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","2","3","63","265","1080p","5477037","0.079438135","5.288","50.299","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","2","3","63","265","1080p","5477037","0.079438135","5.121","51.948","39.657669"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","3","3","63","265","1080p","5477037","0.079438135","5.289","50.289","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","3","3","63","265","1080p","5477037","0.079438135","5.138","51.768","39.657669"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","average","3","63","265","1080p","5477037","0.079438135","5.287000","50.311000","null"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","266","10","average","3","63","265","1080p","5477037","0.079438135","5.132000","51.833667","39.657669"
