campaign,sequence,width,height,qp,gop,implementation,operation,mode,metric,n,mean,median,sample_std,cv_percent,minimum,maximum,ci95_low,ci95_high
full,basketball-360p,640,360,42,100,python,decode,throughput,process_fps,10,8.034748637685565,8.045066779695038,0.06435008484986902,0.8008972993634965,7.929138205296667,8.134229240573802,7.988715360087276,8.080781915283854
full,basketball-360p,640,360,42,100,python,decode,throughput,process_seconds,10,12.446660237100241,12.429984513000818,0.09991455771220367,0.8027419067356277,12.293727782000133,12.611711059998925,12.375185668232046,12.518134805968437
full,basketball-360p,640,360,42,100,python,decode,throughput,throughput_fps,10,40.270510014936825,40.149896376957,0.6313484167548764,1.5677686141067038,39.67203901330796,41.613802641767364,39.81887056492642,40.72214946494723
full,basketball-360p,640,360,42,100,python,encode,memory,process_peak_rss_mib,10,1475.56015625,1476.671875,2.8571744862576867,0.19363320933786474,1470.58984375,1479.19921875,1473.516256749642,1477.6040557503582
full,basketball-360p,640,360,42,100,python,encode,throughput,codec_seconds,10,3.1964085789048795,3.191744607012879,0.050013446470745924,1.5646762682598299,3.1430535559957207,3.268705951009906,3.160631114579753,3.232186043230006
full,basketball-360p,640,360,42,100,python,encode,throughput,process_fps,10,7.488427754493419,7.469078224008328,0.073328167969297,0.9792198091955492,7.415193184483571,7.643277374363393,7.435971943133109,7.540883565853728
full,basketball-360p,640,360,42,100,python,encode,throughput,process_seconds,10,13.355081219299745,13.388611866499105,0.12972519494646217,0.9713545939278394,13.083392778000416,13.485825320000004,13.26228140521411,13.44788103338538
full,basketball-360p,640,360,42,100,python,encode,throughput,throughput_fps,10,31.291965430820536,31.330831576715156,0.48671254923949747,1.555391432077058,30.593146492453318,31.81619346232233,30.943792247490872,31.6401386141502
full,basketball-360p,640,360,63,1,python,decode,memory,process_peak_rss_mib,10,1372.076953125,1371.86328125,1.9486233277714695,0.14201997368539318,1367.9375,1374.91796875,1370.6829919703086,1373.4709142796914
full,basketball-360p,640,360,63,1,python,decode,throughput,codec_seconds,10,5.247817487897327,5.248716521996357,0.05674857283235403,1.08137474222816,5.17579791800199,5.369513261997781,5.207222004416721,5.288412971377934
full,basketball-360p,640,360,63,1,python,decode,throughput,process_fps,10,6.4323763016418,6.434277772077426,0.06948802563001745,1.0802854555054766,6.2994815178353,6.530006513178101,6.3826675626238725,6.482085040659728
full,basketball-360p,640,360,63,1,python,decode,throughput,process_seconds,10,15.547994676900226,15.541832389000774,0.16874531036172766,1.0853188071413085,15.313920406999841,15.874322309999116,15.427281553779817,15.668707800020634
