schema,hardware,operation,resolution,input,size,fps,frames,warmup_frames,run_index,runs_planned,qp,gop_size,engine_profile,payload_bytes,payload_bpp,codec_time_seconds,throughput_fps,psnr_yuv,peak_memory_mb,peak_gpu_memory_mb,peak_system_memory_mb,min_largest_free_block_mb,memory_sampler,memory_sample_ms
"resolution-matrix.v1","rtx4070","decode","qcif","/home/oelghati/datasets/qcif/akiyo_qcif.yuv","176x144","30","100","10","average","3","32","100","qcif","10795","0.034075126","0.097667","1024.063333","38.390035","479.359375","932.000000","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/waterfall_cif.yuv","352x288","30","100","10","1","3","32","100","cif","40509","0.031967330","0.175","570.273","null","534.429688","982.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/waterfall_cif.yuv","352x288","30","100","10","1","3","32","100","cif","40509","0.031967330","0.165","606.159","35.233023","477.023438","982.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/waterfall_cif.yuv","352x288","30","100","10","2","3","32","100","cif","40509","0.031967330","0.184","542.907","null","477.0","982.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/waterfall_cif.yuv","352x288","30","100","10","2","3","32","100","cif","40509","0.031967330","0.166","603.562","35.233023","477.019531","982.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/waterfall_cif.yuv","352x288","30","100","10","3","3","32","100","cif","40509","0.031967330","0.166","601.750","null","476.90625","982.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/waterfall_cif.yuv","352x288","30","100","10","3","3","32","100","cif","40509","0.031967330","0.165","604.753","35.233023","477.035156","982.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","cif","/home/oelghati/datasets/cif/waterfall_cif.yuv","352x288","30","100","10","average","3","32","100","cif","40509","0.031967330","0.175000","571.643333","null","534.429688","982.000000","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","cif","/home/oelghati/datasets/cif/waterfall_cif.yuv","352x288","30","100","10","average","3","32","100","cif","40509","0.031967330","0.165333","604.824667","35.233023","477.035156","982.000000","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","360p","/home/oelghati/datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","1","3","32","100","360p","82063","0.028494097","0.250","399.361","null","494.144531","1050.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","360p","/home/oelghati/datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","1","3","32","100","360p","82063","0.028494097","0.251","399.037","34.885047","494.257812","1050.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","360p","/home/oelghati/datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","2","3","32","100","360p","82063","0.028494097","0.233","428.612","null","494.140625","1050.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","360p","/home/oelghati/datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","2","3","32","100","360p","82063","0.028494097","0.253","396.021","34.885047","494.363281","1050.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","360p","/home/oelghati/datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","3","3","32","100","360p","82063","0.028494097","0.234","427.051","null","494.140625","1050.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","360p","/home/oelghati/datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","3","3","32","100","360p","82063","0.028494097","0.252","396.759","34.885047","494.273438","1050.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","360p","/home/oelghati/datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","average","3","32","100","360p","82063","0.028494097","0.239000","418.341333","null","494.144531","1050.000000","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","360p","/home/oelghati/datasets/360p/BasketballDrive_640x360_50.yuv","640x360","50","100","10","average","3","32","100","360p","82063","0.028494097","0.252000","397.272333","34.885047","494.363281","1050.000000","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","540p","/home/oelghati/datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","1","3","32","100","540p","138323","0.021346142","0.445","224.667","null","487.863281","1220.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","540p","/home/oelghati/datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","1","3","32","100","540p","138323","0.021346142","0.474","210.839","35.890311","490.371094","1220.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","540p","/home/oelghati/datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","2","3","32","100","540p","138323","0.021346142","0.435","230.135","null","487.804688","1220.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","540p","/home/oelghati/datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","2","3","32","100","540p","138323","0.021346142","0.474","211.087","35.890311","490.382812","1220.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","540p","/home/oelghati/datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","3","3","32","100","540p","138323","0.021346142","0.437","228.992","null","487.871094","1220.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","540p","/home/oelghati/datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","3","3","32","100","540p","138323","0.021346142","0.473","211.235","35.890311","490.320312","1220.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","540p","/home/oelghati/datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","average","3","32","100","540p","138323","0.021346142","0.439000","227.931333","null","487.871094","1220.000000","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","540p","/home/oelghati/datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","average","3","32","100","540p","138323","0.021346142","0.473667","211.053667","35.890311","490.382812","1220.000000","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","1","3","32","100","720p","91829","0.007971267","0.976","102.490","null","502.9375","1536.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","1","3","32","100","720p","91829","0.007971267","0.934","107.086","40.704245","506.132812","1536.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","2","3","32","100","720p","91829","0.007971267","0.977","102.333","null","502.980469","1536.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","2","3","32","100","720p","91829","0.007971267","0.939","106.503","40.704245","506.125","1536.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","3","3","32","100","720p","91829","0.007971267","0.979","102.169","null","502.9375","1536.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","3","3","32","100","720p","91829","0.007971267","0.936","106.876","40.704245","506.125","1536.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","average","3","32","100","720p","91829","0.007971267","0.977333","102.330667","null","502.980469","1536.000000","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","720p","/home/oelghati/datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","average","3","32","100","720p","91829","0.007971267","0.936333","106.821667","40.704245","506.132812","1536.000000","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","1","3","32","100","1080p","357732","0.013801389","1.992","50.209","null","522.152344","2266.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","1","3","32","100","1080p","357732","0.013801389","1.932","51.763","36.456050","527.074219","2266.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","3","32","100","1080p","357732","0.013801389","1.992","50.212","null","522.164062","2266.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","3","32","100","1080p","357732","0.013801389","1.935","51.673","36.456050","575.386719","2266.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","3","3","32","100","1080p","357732","0.013801389","1.991","50.215","null","522.199219","2266.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","3","3","32","100","1080p","357732","0.013801389","1.944","51.445","36.456050","527.066406","2266.0","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","encode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","3","32","100","1080p","357732","0.013801389","1.991667","50.212000","null","522.199219","2266.000000","null","null","procfs+nvidia-smi","100"
"resolution-matrix.v1","rtx4070","decode","1080p","/home/oelghati/datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","3","32","100","1080p","357732","0.013801389","1.937000","51.627000","36.456050","575.386719","2266.000000","null","null","procfs+nvidia-smi","100"
