schema,hardware,execution_mode,container_image,container_digest,operation,resolution,input,size,frames,warmup_frames,run_index,runs_planned,qp,gop_size,engine_profile,payload_bytes,payload_bpp,codec_time_seconds,fps,psnr_yuv,peak_memory_mb,peak_gpu_memory_mb,peak_system_memory_mb,min_largest_free_block_mb,memory_sampler,memory_sample_ms
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","1","2","32","30","1080p","406137","0.015668866","6.202","16.123","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","1","2","32","30","1080p","406137","0.015668866","7.342","13.620","36.531961","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","2","2","32","30","1080p","406137","0.015668866","6.573","15.214","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","2","2","32","30","1080p","406137","0.015668866","7.345","13.615","36.531961","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","average","2","32","30","1080p","406137","0.015668866","6.387500","15.668500","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","average","2","32","30","1080p","406137","0.015668866","7.343500","13.617500","36.531961","null","null","null","null","","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","100","10","1","2","32","100","qcif","10019","0.031625631","0.614","162.887","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","100","10","1","2","32","100","qcif","10019","0.031625631","0.511","195.505","37.898262","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","100","10","2","2","32","100","qcif","10019","0.031625631","0.596","167.664","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","100","10","2","2","32","100","qcif","10019","0.031625631","0.502","199.075","37.898262","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","100","10","average","2","32","100","qcif","10019","0.031625631","0.605000","165.275500","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","qcif","/input/qcif/akiyo_qcif.yuv","176x144","100","10","average","2","32","100","qcif","10019","0.031625631","0.506500","197.290000","37.898262","null","null","null","null","","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","cif","/input/cif/waterfall_cif.yuv","352x288","100","10","1","2","32","100","cif","32947","0.025999842","0.904","110.621","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","cif","/input/cif/waterfall_cif.yuv","352x288","100","10","1","2","32","100","cif","32947","0.025999842","0.761","131.336","34.737855","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","cif","/input/cif/waterfall_cif.yuv","352x288","100","10","2","2","32","100","cif","32947","0.025999842","0.836","119.658","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","cif","/input/cif/waterfall_cif.yuv","352x288","100","10","2","2","32","100","cif","32947","0.025999842","0.648","154.261","34.737855","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","cif","/input/cif/waterfall_cif.yuv","352x288","100","10","average","2","32","100","cif","32947","0.025999842","0.870000","115.139500","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","cif","/input/cif/waterfall_cif.yuv","352x288","100","10","average","2","32","100","cif","32947","0.025999842","0.704500","142.798500","34.737855","null","null","null","null","","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","100","10","1","2","32","100","360p","78324","0.027195833","0.873","114.574","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","100","10","1","2","32","100","360p","78324","0.027195833","1.102","90.762","34.700202","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","100","10","2","2","32","100","360p","78324","0.027195833","0.895","111.672","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","100","10","2","2","32","100","360p","78324","0.027195833","0.999","100.074","34.700202","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","100","10","average","2","32","100","360p","78324","0.027195833","0.884000","113.123000","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","360p","/input/360p/BasketballDrive_640x360_50.yuv","640x360","100","10","average","2","32","100","360p","78324","0.027195833","1.050500","95.418000","34.700202","null","null","null","null","","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","100","10","1","2","32","100","540p","131825","0.020343364","1.557","64.210","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","100","10","1","2","32","100","540p","131825","0.020343364","1.918","52.133","35.697964","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","100","10","2","2","32","100","540p","131825","0.020343364","1.612","62.043","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","100","10","2","2","32","100","540p","131825","0.020343364","1.966","50.859","35.697964","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","100","10","average","2","32","100","540p","131825","0.020343364","1.584500","63.126500","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","540p","/input/540p/BasketballDrive_960x540_50.yuv","960x540","100","10","average","2","32","100","540p","131825","0.020343364","1.942000","51.496000","35.697964","null","null","null","null","","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","100","10","1","2","32","100","720p","76800","0.006666667","2.693","37.132","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","100","10","1","2","32","100","720p","76800","0.006666667","3.284","30.454","40.352804","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","100","10","2","2","32","100","720p","76800","0.006666667","2.700","37.041","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","100","10","2","2","32","100","720p","76800","0.006666667","3.275","30.530","40.352804","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","100","10","average","2","32","100","720p","76800","0.006666667","2.696500","37.086500","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","720p","/input/720p/FourPeople_1280x720_60.yuv","1280x720","100","10","average","2","32","100","720p","76800","0.006666667","3.279500","30.492000","40.352804","null","null","null","null","","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","1","2","32","100","1080p","341400","0.013171296","6.027","16.592","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","1","2","32","100","1080p","341400","0.013171296","7.082","14.120","36.325771","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","2","2","32","100","1080p","341400","0.013171296","6.144","16.275","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","2","2","32","100","1080p","341400","0.013171296","7.126","14.034","36.325771","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","encode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","average","2","32","100","1080p","341400","0.013171296","6.085500","16.433500","null","null","null","null","null","none","0"
"resolution-matrix.v1","rtx3050","docker","omarelghati/nvcr:latest-amd64-cuda12.8-trt10.9","omarelghati/nvcr@sha256:40f215cd15d424f2f86971523ffff9c5a321081b9ffe68c898116254dcf971de","decode","1080p","/input/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","100","10","average","2","32","100","1080p","341400","0.013171296","7.104000","14.077000","36.325771","null","null","null","null","","0"
