sequence,width,height,qp,gop,implementation,operation,mode,metric,n,mean,sample_std,cv_percent,minimum,maximum
basketball-1080p,1920,1080,21,100,python,encode,throughput,process_seconds,10,8.604190492200155,0.029134668571251476,0.3386102225149774,8.564657132999855,8.664998608999667
basketball-1080p,1920,1080,21,100,python,encode,throughput,throughput_fps,10,20.640734825185245,0.08412858869837453,0.4075852405977485,20.462315082544766,20.725688124793223
basketball-1080p,1920,1080,42,1,nvcr,decode,memory,process_peak_rss_mib,10,486.95703125,0.07836335168401602,0.01609245716872807,486.82421875,487.07421875
basketball-1080p,1920,1080,42,1,nvcr,decode,throughput,codec_seconds,10,5.6164556013,0.012831327511826477,0.22845952007270393,5.601257108,5.644737582
basketball-1080p,1920,1080,42,1,nvcr,decode,throughput,process_seconds,10,7.266026295199879,0.014932559614272778,0.2055120502954635,7.23399819000042,7.292216762999487
basketball-1080p,1920,1080,42,1,nvcr,decode,throughput,throughput_fps,10,17.804906850065635,0.04059598974830803,0.2280045051073007,17.71561539350936,17.85313512160956
basketball-1080p,1920,1080,42,1,nvcr,encode,memory,process_peak_rss_mib,10,464.445703125,0.1245985578507616,0.026827367981317587,464.1875,464.66796875
basketball-1080p,1920,1080,42,1,nvcr,encode,throughput,codec_seconds,10,6.1914138351,0.00313934787375071,0.05070486252999765,6.185648614,6.196405258
basketball-1080p,1920,1080,42,1,nvcr,encode,throughput,process_seconds,10,7.898918169399735,0.023458193775968854,0.2969798303120226,7.867405633000089,7.93877819699992
basketball-1080p,1920,1080,42,1,nvcr,encode,throughput,throughput_fps,10,16.1514035091576,0.008190973820770275,0.05071369690024844,16.13838924929787,16.166453389167575
basketball-1080p,1920,1080,42,1,python,decode,memory,process_peak_rss_mib,10,1274.41640625,0.18043323514183854,0.014158106742580908,1273.98828125,1274.57421875
basketball-1080p,1920,1080,42,1,python,decode,throughput,codec_seconds,10,4.616219890000036,0.010829961485908682,0.23460670730545716,4.598249660999954,4.629767525995703
basketball-1080p,1920,1080,42,1,python,decode,throughput,process_seconds,10,8.250659575399856,0.016623715144150397,0.2014834691970036,8.23170706000019,8.276931008999782
basketball-1080p,1920,1080,42,1,python,decode,throughput,throughput_fps,10,21.66285361590966,0.050860626697048696,0.2347826726747374,21.599356649877027,21.747405506958398
basketball-1080p,1920,1080,42,1,python,encode,memory,process_peak_rss_mib,10,1282.10859375,0.9666858188880377,0.07539812334153444,1279.95703125,1282.80078125
basketball-1080p,1920,1080,42,1,python,encode,throughput,codec_seconds,10,8.50800449100159,0.013682930993476932,0.16082420981263648,8.493185198002266,8.539057895999804
basketball-1080p,1920,1080,42,1,python,encode,throughput,process_seconds,10,12.579745758700039,0.020747615620860204,0.16492873559476623,12.544375097999819,12.62398240799996
basketball-1080p,1920,1080,42,1,python,encode,throughput,throughput_fps,10,11.753664739082188,0.018870730120748188,0.16055188351596417,11.710893779844948,11.774145702547687
basketball-1080p,1920,1080,42,30,nvcr,decode,memory,process_peak_rss_mib,10,462.999609375,0.1400989630771589,0.03025898083721443,462.69921875,463.1796875
basketball-1080p,1920,1080,42,30,nvcr,decode,throughput,codec_seconds,10,2.2401234161,0.00323896738548196,0.144588791947942,2.233713162,2.244678436
basketball-1080p,1920,1080,42,30,nvcr,decode,throughput,process_seconds,10,3.5609591686998896,0.02652754944946554,0.744955170579807,3.5336992259999533,3.629065962999448
basketball-1080p,1920,1080,42,30,nvcr,decode,throughput,throughput_fps,10,44.64048167763297,0.0645995615763466,0.1447107180492501,44.54981096454922,44.76850550966132
basketball-1080p,1920,1080,42,30,nvcr,encode,memory,process_peak_rss_mib,10,464.375,0.14696824020335897,0.03164861161848914,464.1328125,464.55078125
basketball-1080p,1920,1080,42,30,nvcr,encode,throughput,codec_seconds,10,2.3931552789,0.0023039124434677356,0.09627091329095518,2.389865014,2.396511715
basketball-1080p,1920,1080,42,30,nvcr,encode,throughput,process_seconds,10,3.7332977715999847,0.0300085265583693,0.8038074751671497,3.6980196969999497,3.7699918200000866
basketball-1080p,1920,1080,42,30,nvcr,encode,throughput,throughput_fps,10,41.78587335876823,0.04022722719436647,0.09626992081505771,41.7273153200505,41.843367476486264
basketball-1080p,1920,1080,42,30,python,decode,memory,process_peak_rss_mib,10,1281.62890625,0.14213597967703323,0.011090260135667352,1281.40234375,1281.91015625
basketball-1080p,1920,1080,42,30,python,decode,throughput,codec_seconds,10,2.2845255057000258,0.001039059734516547,0.04548251844525402,2.2831858749996172,2.285953774005975
basketball-1080p,1920,1080,42,30,python,decode,throughput,process_seconds,10,5.735591831499869,0.020964016402828585,0.3655074666871204,5.710310441000047,5.760815154000056
basketball-1080p,1920,1080,42,30,python,decode,throughput,throughput_fps,10,43.77277398267063,0.019909725187209192,0.045484266533099615,43.74541652465568,43.7984489545849
basketball-1080p,1920,1080,42,30,python,encode,memory,process_peak_rss_mib,10,1288.855859375,2.164596311831981,0.1679471211685107,1285.15625,1291.9296875
basketball-1080p,1920,1080,42,30,python,encode,throughput,codec_seconds,10,4.939292599798728,0.017699606927795503,0.3583429523595494,4.908246717986913,4.960338242998432
basketball-1080p,1920,1080,42,30,python,encode,throughput,process_seconds,10,8.697229572399738,0.025438304488473153,0.292487444153486,8.65540163499827,8.72793953299879
basketball-1080p,1920,1080,42,30,python,encode,throughput,throughput_fps,10,20.24604829636392,0.07260243600608762,0.35860052758605054,20.159915534218058,20.373873960641976
basketball-1080p,1920,1080,42,100,nvcr,decode,memory,process_peak_rss_mib,10,462.997265625,0.09120254931837234,0.019698291132509826,462.8203125,463.1015625
basketball-1080p,1920,1080,42,100,nvcr,decode,throughput,codec_seconds,10,2.1312586787,0.0016553955310096185,0.07767220129371424,2.127885716,2.133812675
basketball-1080p,1920,1080,42,100,nvcr,decode,throughput,process_seconds,10,3.4546880397999304,0.03239687843155348,0.9377656696733075,3.414366285000142,3.4973434390003604
basketball-1080p,1920,1080,42,100,nvcr,decode,throughput,throughput_fps,10,46.92065553726812,0.036462664505216215,0.07771132795929218,46.86446995634235,46.99500506445431
basketball-1080p,1920,1080,42,100,nvcr,encode,memory,process_peak_rss_mib,10,461.17265625,0.18380879102476602,0.03985682770513695,460.8984375,461.51171875
basketball-1080p,1920,1080,42,100,nvcr,encode,throughput,codec_seconds,10,2.2713696391,0.0021993052994677344,0.09682727380027761,2.266324338,2.274763945
basketball-1080p,1920,1080,42,100,nvcr,encode,throughput,process_seconds,10,3.6053003897998908,0.021232506723721085,0.5889247615480822,3.572208832999422,3.6372867909999513
basketball-1080p,1920,1080,42,100,nvcr,encode,throughput,throughput_fps,10,44.0263366780665,0.042665714378768586,0.09690952642903908,43.96060532777611,44.12431103671976
basketball-1080p,1920,1080,42,100,python,decode,memory,process_peak_rss_mib,10,1281.49140625,0.12623897693214645,0.009850942137923249,1281.26953125,1281.65625
basketball-1080p,1920,1080,42,100,python,decode,throughput,codec_seconds,10,2.208890424001811,0.0010909872824905959,0.049390738021040985,2.2064222500066535,2.210075879991564
basketball-1080p,1920,1080,42,100,python,decode,throughput,process_seconds,10,5.652258393699765,0.020278086801826026,0.3587607888632409,5.6278060719999985,5.691029560000061
basketball-1080p,1920,1080,42,100,python,decode,throughput,throughput_fps,10,45.27160826083621,0.02237170955982615,0.049416644160131556,45.24731521905108,45.32224056374452
basketball-1080p,1920,1080,42,100,python,encode,memory,process_peak_rss_mib,10,1286.280078125,3.001593865742546,0.23335461046072833,1283.91015625,1290.5625
basketball-1080p,1920,1080,42,100,python,encode,throughput,codec_seconds,10,4.848865481100245,0.029163465084570562,0.6014492503090259,4.823744790001001,4.923837218999324
basketball-1080p,1920,1080,42,100,python,encode,throughput,process_seconds,10,8.60755447369969,0.03356115375309042,0.3899034720678939,8.573478910999256,8.687136501999703
basketball-1080p,1920,1080,42,100,python,encode,throughput,throughput_fps,10,20.62404531812221,0.12273638417087883,0.5951130453686077,20.30936352122605,20.730781654802108
basketball-1080p,1920,1080,63,1,nvcr,decode,memory,process_peak_rss_mib,10,487.588671875,0.13951201633487675,0.028612645121222705,487.33203125,487.765625
basketball-1080p,1920,1080,63,1,nvcr,decode,throughput,codec_seconds,10,5.6803051733,0.009289599696440509,0.16354050377620244,5.663458225,5.701016917
basketball-1080p,1920,1080,63,1,nvcr,decode,throughput,process_seconds,10,7.327059503099872,0.022838120379945457,0.31169557679016113,7.288523664999957,7.376322393999999
basketball-1080p,1920,1080,63,1,nvcr,decode,throughput,throughput_fps,10,17.60473028156317,0.028764999594174435,0.16339358305477156,17.540730268981942,17.65705617083456
basketball-1080p,1920,1080,63,1,nvcr,encode,memory,process_peak_rss_mib,10,467.10703125,0.4894004534319972,0.104772658232598,466.4921875,467.62890625
basketball-1080p,1920,1080,63,1,nvcr,encode,throughput,codec_seconds,10,6.1917925809,0.004806413190219779,0.07762555233271637,6.186899979,6.200260338
basketball-1080p,1920,1080,63,1,nvcr,encode,throughput,process_seconds,10,7.902876512599891,0.0221895159084068,0.2807777126851105,7.8736174019995815,7.939360464999481
basketball-1080p,1920,1080,63,1,nvcr,encode,throughput,throughput_fps,10,16.150420561359237,0.012531924924220223,0.07759503770572723,16.12835502843687,16.16318355548447
basketball-1080p,1920,1080,63,1,python,decode,memory,process_peak_rss_mib,10,1278.493359375,0.5972633682783832,0.0467161885432365,1277.79296875,1279.265625
basketball-1080p,1920,1080,63,1,python,decode,throughput,codec_seconds,10,4.710762503300112,0.013205911593475717,0.280334905107705,4.692738023996753,4.724295123993215
basketball-1080p,1920,1080,63,1,python,decode,throughput,process_seconds,10,8.35601091639985,0.02602332807667482,0.3114324327365391,8.316424611000002,8.396031154999946
basketball-1080p,1920,1080,63,1,python,decode,throughput,throughput_fps,10,21.22813612531193,0.05954190505888305,0.28048578880124425,21.16717888603769,21.309521112970867
basketball-1080p,1920,1080,63,1,python,encode,memory,process_peak_rss_mib,10,1283.561328125,1.7570417388125,0.13688802399330233,1280.64453125,1287.09765625
basketball-1080p,1920,1080,63,1,python,encode,throughput,codec_seconds,10,8.537704713398512,0.0730375923470592,0.8554710522189741,8.484728583995093,8.738557445001788
basketball-1080p,1920,1080,63,1,python,encode,throughput,process_seconds,10,12.618922855900166,0.08689072542993605,0.6885748207051523,12.547798453000723,12.858541224999499
basketball-1080p,1920,1080,63,1,python,encode,throughput,throughput_fps,10,11.713507051824916,0.09834364055361462,0.8395746902998884,11.443536376498528,11.785880834023605
basketball-1080p,1920,1080,63,30,nvcr,decode,memory,process_peak_rss_mib,10,463.590625,0.14709277590086545,0.03172902297169306,463.3046875,463.81640625
basketball-1080p,1920,1080,63,30,nvcr,decode,throughput,codec_seconds,10,2.2547187016,0.0026807700705916322,0.11889598772074302,2.250483921,2.259736936
basketball-1080p,1920,1080,63,30,nvcr,decode,throughput,process_seconds,10,3.5885013919999325,0.033425660396066384,0.931465721891157,3.5500152369995703,3.6379769060004037
basketball-1080p,1920,1080,63,30,nvcr,decode,throughput,throughput_fps,10,44.35148702563344,0.05273800878460678,0.11890922339114866,44.252938652678644,44.43488756656618
basketball-1080p,1920,1080,63,30,nvcr,encode,memory,process_peak_rss_mib,10,464.500390625,0.11004645705566114,0.023691359421160043,464.3203125,464.64453125
basketball-1080p,1920,1080,63,30,nvcr,encode,throughput,codec_seconds,10,2.3918437324,0.0025460621565099005,0.1064476797551969,2.388450655,2.396388056
basketball-1080p,1920,1080,63,30,nvcr,encode,throughput,process_seconds,10,3.7410343291999197,0.018807968225473978,0.5027478117127132,3.707888165999975,3.760289333999026
basketball-1080p,1920,1080,63,30,nvcr,encode,throughput,throughput_fps,10,41.80879401356097,0.04447852875312859,0.106385581795786,41.729468543136484,41.86814569129124
basketball-1080p,1920,1080,63,30,python,decode,memory,process_peak_rss_mib,10,1283.226171875,0.1541685362006576,0.01201413590056323,1282.96484375,1283.5390625
basketball-1080p,1920,1080,63,30,python,decode,throughput,codec_seconds,10,2.290082927098035,0.0021569261557303886,0.09418550438536386,2.2870020139980625,2.292927586001042
basketball-1080p,1920,1080,63,30,python,decode,throughput,process_seconds,10,5.735341984600074,0.021724244467101583,0.37877853710263826,5.706792019999739,5.772441531000368
basketball-1080p,1920,1080,63,30,python,decode,throughput,throughput_fps,10,43.66657585879145,0.041138309241048644,0.09421006440734285,43.61236726817179,43.72536595417476
basketball-1080p,1920,1080,63,30,python,encode,memory,process_peak_rss_mib,10,1287.9046875,2.004588648835882,0.15564728262050698,1284.34375,1292.3125
basketball-1080p,1920,1080,63,30,python,encode,throughput,codec_seconds,10,4.950535464401537,0.020224714974919112,0.4085359072842042,4.925590746001944,4.996186745003797
basketball-1080p,1920,1080,63,30,python,encode,throughput,process_seconds,10,8.710674964899999,0.036680110048161546,0.4210937751203605,8.66607094399933,8.796805465000944
basketball-1080p,1920,1080,63,30,python,encode,throughput,throughput_fps,10,20.200137268687453,0.08218495917801055,0.4068534687900698,20.01526466159423,20.302133318966675
basketball-1080p,1920,1080,63,100,nvcr,decode,memory,process_peak_rss_mib,10,463.321484375,0.16916112229856192,0.036510528435078446,463.01953125,463.6640625
basketball-1080p,1920,1080,63,100,nvcr,decode,throughput,codec_seconds,10,2.1418318614,0.0017421901068998252,0.0813411238434491,2.13946233,2.145018313
basketball-1080p,1920,1080,63,100,nvcr,decode,throughput,process_seconds,10,3.4619296276001252,0.029983037350597527,0.8660787646160887,3.4229312100001152,3.4959636900002806
basketball-1080p,1920,1080,63,100,nvcr,decode,throughput,throughput_fps,10,46.68903349793513,0.03796234989039561,0.0813089221306638,46.619648603438286,46.7407154581684
basketball-1080p,1920,1080,63,100,nvcr,encode,memory,process_peak_rss_mib,10,461.19609375,0.16598166523578575,0.03598939095216172,460.96484375,461.51953125
basketball-1080p,1920,1080,63,100,nvcr,encode,throughput,codec_seconds,10,2.2708454397,0.0022353950788304216,0.09843889151371475,2.267694142,2.274688062
basketball-1080p,1920,1080,63,100,nvcr,encode,throughput,process_seconds,10,3.609956530999784,0.020032231815914556,0.5549161504824711,3.5803368220003904,3.64826428699962
basketball-1080p,1920,1080,63,100,nvcr,encode,throughput,throughput_fps,10,44.03650087335351,0.043337426730736366,0.09841251205533419,43.962071842095064,44.097657681385854
basketball-1080p,1920,1080,63,100,python,decode,memory,process_peak_rss_mib,10,1282.813671875,0.1959715443410248,0.015276695956520852,1282.45703125,1283.02734375
basketball-1080p,1920,1080,63,100,python,decode,throughput,codec_seconds,10,2.210517864102826,0.001677755350940929,0.07589874654199516,2.2077454989957914,2.2132493799963413
basketball-1080p,1920,1080,63,100,python,decode,throughput,process_seconds,10,5.648211873600007,0.020674037113851962,0.36602800278231995,5.617626905999941,5.686556620999909
basketball-1080p,1920,1080,63,100,python,decode,throughput,throughput_fps,10,45.238291656380426,0.0343368423810147,0.07590216412642058,45.182436694126764,45.29507592495861
basketball-1080p,1920,1080,63,100,python,encode,memory,process_peak_rss_mib,10,1287.6328125,2.731580293045114,0.21213969281674497,1283.93359375,1290.65234375
basketball-1080p,1920,1080,63,100,python,encode,throughput,codec_seconds,10,4.8435711301984155,0.013755543259915962,0.2839958966258119,4.82646606900289,4.860672537003438
basketball-1080p,1920,1080,63,100,python,encode,throughput,process_seconds,10,8.608099051700037,0.015476454110125718,0.17978945197045834,8.585192664000715,8.627384407000136
basketball-1080p,1920,1080,63,100,python,encode,throughput,throughput_fps,10,20.646073567257826,0.05863359364312289,0.28399391996795303,20.57328471291117,20.71909313570689
basketball-360p,640,360,0,1,nvcr,decode,memory,process_peak_rss_mib,10,549.352734375,0.15373463623694644,0.027984685725074388,549.015625,549.5703125
basketball-360p,640,360,0,1,nvcr,decode,throughput,codec_seconds,10,0.6199850999000001,0.0004961632247058644,0.08002824983792232,0.619125581,0.620604015
basketball-360p,640,360,0,1,nvcr,decode,throughput,process_seconds,10,1.793903496099881,0.01287452486900467,0.7176821326785486,1.7634813380000196,1.805458943999838
basketball-360p,640,360,0,1,nvcr,decode,throughput,throughput_fps,10,161.29429188597337,0.12914262782139863,0.08006645883829275,161.13334361847467,161.51812018247068
basketball-360p,640,360,0,1,nvcr,encode,memory,process_peak_rss_mib,10,547.097265625,0.125628438705355,0.022962724655886918,546.82421875,547.25390625
basketball-360p,640,360,0,1,nvcr,encode,throughput,codec_seconds,10,0.636890642,0.006146115889099647,0.9650190289810612,0.633435833,0.650785498
basketball-360p,640,360,0,1,nvcr,encode,throughput,process_seconds,10,1.8230052380998019,0.0212860872442761,1.167637195955812,1.7938259019992984,1.8640174960000877
basketball-360p,640,360,0,1,nvcr,encode,throughput,throughput_fps,10,157.02579664483525,1.49335789672654,0.9510271105990648,153.66046156117633,157.869187043607
basketball-360p,640,360,0,1,python,decode,memory,process_peak_rss_mib,10,1241.735546875,0.13046913984472694,0.010506998867276584,1241.53515625,1241.9765625
basketball-360p,640,360,0,1,python,decode,throughput,codec_seconds,10,0.653775639401647,0.0050150437282430755,0.7670894150832813,0.6475951559987152,0.661284181001065
basketball-360p,640,360,0,1,python,decode,throughput,process_seconds,10,3.8664022203001536,0.012202624339441775,0.31560669697976923,3.8503389840007003,3.8848384709999664
basketball-360p,640,360,0,1,python,decode,throughput,throughput_fps,10,152.96576848117863,1.1727348715372752,0.7666649101832035,151.22091662410256,154.417461393424
basketball-360p,640,360,0,1,python,encode,memory,process_peak_rss_mib,10,1265.384765625,0.18101534214179693,0.014305162118210715,1264.96484375,1265.609375
basketball-360p,640,360,0,1,python,encode,throughput,codec_seconds,10,0.974583692200531,0.0036596249046329235,0.3755064787067991,0.9669740350027496,0.9785353790048248
basketball-360p,640,360,0,1,python,encode,throughput,process_seconds,10,4.239532993799992,0.013142056308692007,0.30998830125656074,4.221447812000065,4.254812516999891
basketball-360p,640,360,0,1,python,encode,throughput,throughput_fps,10,102.60922040469781,0.38646466436482263,0.376637365375723,102.19354572718719,103.41539315449732
basketball-360p,640,360,0,30,nvcr,decode,memory,process_peak_rss_mib,10,546.9828125,0.12051412578568908,0.02203252516013729,546.7734375,547.13671875
basketball-360p,640,360,0,30,nvcr,decode,throughput,codec_seconds,10,0.2666351358,0.00037674977482669,0.14129787272645333,0.26615506,0.267333672
basketball-360p,640,360,0,30,nvcr,decode,throughput,process_seconds,10,1.4077161856999623,0.02657385594249121,1.8877282375834747,1.3803313910002544,1.4511557610003365
basketball-360p,640,360,0,30,nvcr,decode,throughput,throughput_fps,10,375.04501886522587,0.5294890028845299,0.14118011871924213,374.0643640281872,375.72082980500164
basketball-360p,640,360,0,30,nvcr,encode,memory,process_peak_rss_mib,10,546.82734375,0.10419595942295193,0.019054635912755035,546.69140625,546.953125
basketball-360p,640,360,0,30,nvcr,encode,throughput,codec_seconds,10,0.2602561865,0.005794936962151613,2.2266279392177344,0.258172466,0.276743395
basketball-360p,640,360,0,30,nvcr,encode,throughput,process_seconds,10,1.4083233444000824,0.03991580249077706,2.834278267806488,1.3704952049999974,1.4716064779995577
basketball-360p,640,360,0,30,nvcr,encode,throughput,throughput_fps,10,384.39917041913685,8.103291549736948,2.1080408526640086,361.3455706865199,387.33797429815775
basketball-360p,640,360,0,30,python,decode,memory,process_peak_rss_mib,10,1265.46953125,0.18645542362720371,0.01473409031373735,1265.26953125,1265.8828125
basketball-360p,640,360,0,30,python,decode,throughput,codec_seconds,10,0.36872814400214793,0.003980889114021427,1.0796271396083716,0.36238383399904706,0.37364558099216083
basketball-360p,640,360,0,30,python,decode,throughput,process_seconds,10,3.594665542399656,0.017156168956540714,0.4772674607465132,3.5770257939993826,3.6376791999996385
basketball-360p,640,360,0,30,python,decode,throughput,throughput_fps,10,271.23107286043296,2.939162801101329,1.0836379365035844,267.63330034431215,275.9504994923779
basketball-360p,640,360,0,30,python,encode,memory,process_peak_rss_mib,10,1271.578515625,0.19816878473097996,0.015584470978072246,1271.2578125,1271.9140625
basketball-360p,640,360,0,30,python,encode,throughput,codec_seconds,10,0.6722871120036473,0.004142623502102354,0.6161985598319606,0.6658194470091985,0.6771195920018727
basketball-360p,640,360,0,30,python,encode,throughput,process_seconds,10,3.9427420482998854,0.013903958839866573,0.35264693123563523,3.921287115999803,3.9733088379998662
basketball-360p,640,360,0,30,python,encode,throughput,throughput_fps,10,148.75106384498335,0.9181375096279447,0.6172308862172275,147.68439900602291,150.19086698231942
basketball-360p,640,360,0,100,nvcr,decode,memory,process_peak_rss_mib,10,546.95390625,0.10839091018033857,0.01981719280944226,546.796875,547.125
basketball-360p,640,360,0,100,nvcr,decode,throughput,codec_seconds,10,0.2550279546,0.0005113297959354388,0.20049950866658398,0.254492108,0.256015231
basketball-360p,640,360,0,100,nvcr,decode,throughput,process_seconds,10,1.3932744436002054,0.027719918826893623,1.9895519475162171,1.3613899740003035,1.4326191020008991
basketball-360p,640,360,0,100,nvcr,decode,throughput,throughput_fps,10,392.11529368692516,0.7851355094095137,0.20023077958198335,390.6017607210252,392.93949343214996
basketball-360p,640,360,0,100,nvcr,encode,memory,process_peak_rss_mib,10,546.633984375,0.10985525144266545,0.020096674298117352,546.40625,546.84375
basketball-360p,640,360,0,100,nvcr,encode,throughput,codec_seconds,10,0.24617869,0.00020823813391830705,0.08458820457542732,0.245883146,0.246547231
basketball-360p,640,360,0,100,nvcr,encode,throughput,process_seconds,10,1.3826575984000442,0.02369869829227331,1.7139961708304712,1.3509638710002037,1.4210269839999228
basketball-360p,640,360,0,100,nvcr,encode,throughput,throughput_fps,10,406.2092636457169,0.34357136103233943,0.08457989311932376,405.6017972475221,406.697252848717
basketball-360p,640,360,0,100,python,decode,memory,process_peak_rss_mib,10,1265.32578125,0.322555241285203,0.025491873007325794,1264.84375,1265.70703125
basketball-360p,640,360,0,100,python,decode,throughput,codec_seconds,10,0.35795253680001904,0.002453309609724827,0.685372879783624,0.3540484910010946,0.3619358549976823
basketball-360p,640,360,0,100,python,decode,throughput,process_seconds,10,3.590393311000048,0.020587577807058,0.5734073128975291,3.5603784589998213,3.63818284700028
basketball-360p,640,360,0,100,python,decode,throughput,throughput_fps,10,279.37846938175113,1.9166623180126936,0.6860451065732301,276.29205180746834,282.44718602596964
basketball-360p,640,360,0,100,python,encode,memory,process_peak_rss_mib,10,1271.41640625,0.1703610723295606,0.01339931367033676,1271.109375,1271.6875
basketball-360p,640,360,0,100,python,encode,throughput,codec_seconds,10,0.6611931328025775,0.003975981704589934,0.6013343919252566,0.655801200001406,0.6680682820033326
basketball-360p,640,360,0,100,python,encode,throughput,process_seconds,10,3.9295878140000466,0.007713319355931469,0.1962882551816509,3.9191424299999653,3.942016173000411
basketball-360p,640,360,0,100,python,encode,throughput,throughput_fps,10,151.24665725455264,0.9085630319963082,0.6007161073762902,149.68529818558451,152.4852348543821
basketball-360p,640,360,21,1,nvcr,decode,memory,process_peak_rss_mib,10,549.3390625,0.09056361666361633,0.016485923329658782,549.15625,549.48046875
basketball-360p,640,360,21,1,nvcr,decode,throughput,codec_seconds,10,0.6244518575,0.0027117802156333038,0.4342656976776314,0.623198803,0.632093065
basketball-360p,640,360,21,1,nvcr,decode,throughput,process_seconds,10,1.798260407800035,0.010714890772758291,0.5958475605803237,1.7739771559990913,1.814122666000003
basketball-360p,640,360,21,1,nvcr,decode,throughput,throughput_fps,10,160.14313725701396,0.6881616391910326,0.42971659665103284,158.2045517300526,160.46243914239355
basketball-360p,640,360,21,1,nvcr,encode,memory,process_peak_rss_mib,10,547.128125,0.07097966655483887,0.012973134319285609,546.97265625,547.23046875
basketball-360p,640,360,21,1,nvcr,encode,throughput,codec_seconds,10,0.6357324979,0.004587082624019873,0.7215428877982916,0.633479591,0.648720728
basketball-360p,640,360,21,1,nvcr,encode,throughput,process_seconds,10,1.8245519063000528,0.03165760281513511,1.735089185778907,1.7737659449999228,1.8848600749997786
basketball-360p,640,360,21,1,nvcr,encode,throughput,throughput_fps,10,157.30610559624444,1.115077647476451,0.7088584662686307,154.1495372104096,157.85828213051303
basketball-360p,640,360,21,1,python,decode,memory,process_peak_rss_mib,10,1241.8859375,0.19308451458961062,0.015547685077930971,1241.51171875,1242.19140625
basketball-360p,640,360,21,1,python,decode,throughput,codec_seconds,10,0.6555243012995675,0.004359846302403606,0.6650930093301306,0.6487232339914044,0.6637076829998705
basketball-360p,640,360,21,1,python,decode,throughput,process_seconds,10,3.8732057225000176,0.019066446940089854,0.4922652785864195,3.852281443998436,3.9203377090002505
basketball-360p,640,360,21,1,python,decode,throughput,throughput_fps,10,152.55570534292227,1.0123375679598419,0.6635855182762647,150.66873950895564,154.14894173703203
basketball-360p,640,360,21,1,python,encode,memory,process_peak_rss_mib,10,1265.22265625,0.2297725182789491,0.01816063893133032,1264.9140625,1265.515625
basketball-360p,640,360,21,1,python,encode,throughput,codec_seconds,10,0.9746442246972947,0.0038010733606343937,0.3899959866704112,0.9691725289976603,0.9792762399883941
basketball-360p,640,360,21,1,python,encode,throughput,process_seconds,10,4.256296011600045,0.020663927413826413,0.4854908436234053,4.231262925999545,4.286442375000206
basketball-360p,640,360,21,1,python,encode,throughput,throughput_fps,10,102.60294697407201,0.4003871845045066,0.39022971202346196,102.11623229129418,103.18080321923922
basketball-360p,640,360,21,30,nvcr,decode,memory,process_peak_rss_mib,10,546.937890625,0.16065249592401165,0.029373078493506805,546.66796875,547.21875
basketball-360p,640,360,21,30,nvcr,decode,throughput,codec_seconds,10,0.2676275863,0.0008672467817620761,0.32404984618810057,0.266979865,0.270022704
basketball-360p,640,360,21,30,nvcr,decode,throughput,process_seconds,10,1.41731678649993,0.03403525681981282,2.401386700842162,1.3806246499998451,1.4598952870001085
basketball-360p,640,360,21,30,nvcr,decode,throughput,throughput_fps,10,373.65706438072095,1.2020759930974672,0.3217056781971252,370.3392289560955,374.56008152524913
basketball-360p,640,360,21,30,nvcr,encode,memory,process_peak_rss_mib,10,546.819140625,0.13006567706121536,0.02378586764767482,546.55078125,547.046875
basketball-360p,640,360,21,30,nvcr,encode,throughput,codec_seconds,10,0.2584920273,0.00022571436146305514,0.08731966081147105,0.258071521,0.258864492
basketball-360p,640,360,21,30,nvcr,encode,throughput,process_seconds,10,1.3940556488999618,0.03976788531770121,2.852675597927653,1.3609019440000338,1.4818479279999792
basketball-360p,640,360,21,30,nvcr,encode,throughput,throughput_fps,10,386.85939243114024,0.33783903846401303,0.08732863802037515,386.3024983743232,387.4894820339358
basketball-360p,640,360,21,30,python,decode,memory,process_peak_rss_mib,10,1265.236328125,0.1963708305539494,0.015520486267174966,1265.01171875,1265.64453125
basketball-360p,640,360,21,30,python,decode,throughput,codec_seconds,10,0.3685439495001447,0.003505015287988541,0.951044045830188,0.3632880290024332,0.3733706780021748
basketball-360p,640,360,21,30,python,decode,throughput,process_seconds,10,3.59111747030031,0.01023641579510785,0.28504820239845347,3.5795844880012737,3.608995897000568
basketball-360p,640,360,21,30,python,decode,throughput,throughput_fps,10,271.36013288529557,2.5789402413233256,0.9503755079650733,267.8303516898494,275.2636806519442
basketball-360p,640,360,21,30,python,encode,memory,process_peak_rss_mib,10,1271.6625,0.1469936171434079,0.011559168973167637,1271.35546875,1271.828125
basketball-360p,640,360,21,30,python,encode,throughput,codec_seconds,10,0.6772334575994933,0.004099363386578644,0.6053102280429494,0.673579404998236,0.6861114829971484
basketball-360p,640,360,21,30,python,encode,throughput,process_seconds,10,3.9510120864002376,0.009324388524184697,0.23600000000709023,3.939764349000143,3.968314244000794
basketball-360p,640,360,21,30,python,encode,throughput,throughput_fps,10,147.66440326084398,0.8875149898808815,0.6010351650648785,145.7489088554077,148.46059611971344
basketball-360p,640,360,21,100,nvcr,decode,memory,process_peak_rss_mib,10,546.985546875,0.0991474686533377,0.018126158765945494,546.77734375,547.0703125
basketball-360p,640,360,21,100,nvcr,decode,throughput,codec_seconds,10,0.2560124978,0.0004789454213679114,0.18707892211655588,0.255447811,0.256769136
