sequence,width,height,gop,qp,implementation,content_id,input_sha256,frames,entropy_bpp,file_bpp,psnr_yuv_db,quality_contract,fingerprint
basketball-540p,960,540,30,21,nvcr,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.012686728395061728,0.014107716049382716,33.86353065707213,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,30,42,nvcr,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.040575154320987655,0.04199614197530864,37.78626606447479,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,30,63,nvcr,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.11865354938271605,0.12007453703703704,41.08757493084793,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,30,0,python,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.0037887345679012345,0.003845679012345679,29.71590683780381,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,30,21,python,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.012694135802469135,0.012757716049382715,33.869753912738645,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,30,42,python,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.04054675925925926,0.04061033950617284,37.801062257013136,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,30,63,python,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.11847731481481481,0.11854243827160493,41.11543608110311,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,100,0,nvcr,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.0027594135802469135,0.004180401234567901,29.261199382415185,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,100,21,nvcr,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.010062345679012345,0.011483333333333333,33.53105371374278,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,100,42,nvcr,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.03433456790123457,0.035755555555555554,37.567280370261486,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,100,63,nvcr,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.1051783950617284,0.10659938271604938,40.95977230828027,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,100,0,python,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.0027617283950617283,0.002817746913580247,29.272260960673872,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,100,21,python,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.010039043209876542,0.010102623456790123,33.52006665342248,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,100,42,python,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.03426836419753086,0.03433194444444444,37.58008420617563,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
basketball-540p,960,540,100,63,python,basketball-drive,4ffe7801f3adfaef8ef4480a2b72d9696ca0459570b9846d3445eafda670c053,100,0.10496188271604938,0.10502608024691358,40.98402221456296,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,1,0,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.026724913194444446,0.02752421875,31.8653364942532,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,1,21,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.06450677083333334,0.06530607638888888,36.38904627637787,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,1,42,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.14039435763888888,0.14119366319444446,40.487395805616,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,1,63,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.30105633680555555,0.3018556423611111,43.72590325449245,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,1,0,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.026684809027777777,0.026720052083333334,31.89002962113189,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,1,21,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.06440815972222222,0.06444340277777778,36.42536139242069,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,1,42,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.140071875,0.14010729166666666,40.543420198642195,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,1,63,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.30080868055555554,0.30086128472222223,43.827694778251576,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,30,0,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.002865798611111111,0.0036651041666666668,33.83059379652806,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,30,21,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.007365451388888889,0.008164756944444445,38.50098896329973,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,30,42,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.017410069444444443,0.018209375,41.85435632649291,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,30,63,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.04540998263888889,0.04620928819444445,43.91480627159898,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,30,0,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.002859982638888889,0.0028895833333333334,33.86658284203698,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,30,21,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.007387586805555555,0.007419878472222222,38.57115547532312,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,30,42,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.01732378472222222,0.017359548611111112,41.934278010641776,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,30,63,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.04527291666666667,0.045309375,44.010637250941954,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,100,0,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.001267361111111111,0.0020666666666666667,33.638771943898824,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,100,21,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.0036302083333333334,0.004429513888888889,38.383734658219,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,100,42,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.010030381944444444,0.0108296875,41.776112802294335,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,100,63,nvcr,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.031175347222222222,0.03197465277777778,43.86283515616334,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,100,0,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.0012768229166666668,0.0013052083333333334,33.72860062056831,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,100,21,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.00362734375,0.0036588541666666666,38.5023790978055,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,100,42,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.009961979166666666,0.009997743055555555,41.89203835792708,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
fourpeople-720p,1280,720,100,63,python,fourpeople,a69f104f98db26de88efb68438d5b5f4ecfd2f47459f542f3d2ce3e9cf72b69e,100,0.031027690972222223,0.031063628472222223,43.97066261651049,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,1,0,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.035577651515151514,0.04284406565656566,26.736113450988896,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,1,21,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.13132654671717173,0.13859296085858586,29.66084773715786,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,1,42,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.5250528724747475,0.5323192866161616,34.420328088800375,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,1,63,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,1.333030303030303,1.3402967171717173,39.93506390497882,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,1,0,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.03550583964646464,0.03582623106060606,26.739095751761127,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,1,21,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.13116556186868686,0.13148595328282828,29.662662243217127,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,1,42,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.5242921401515152,0.5246125315656566,34.42445580166049,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,1,63,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,1.3326420454545456,1.333107638888889,39.954469582851914,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,30,0,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.004876104797979798,0.012142518939393939,28.06028249711084,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,30,21,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.02386758207070707,0.031133996212121214,32.280511115786574,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,30,42,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.06851246843434343,0.07577888257575757,36.35000574889989,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,30,63,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.16484611742424243,0.17211253156565656,39.58832508124514,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,30,0,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.004809816919191919,0.005067866161616161,28.03980305753615,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,30,21,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.023952020202020204,0.024219539141414143,32.30254724631723,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,30,42,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.06845486111111111,0.06874763257575757,36.36069054851073,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,30,63,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.1643315972222222,0.16466145833333334,39.60939277468076,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,100,0,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.0022356376262626263,0.009502051767676767,28.020824030103427,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,100,21,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.01157907196969697,0.01884548611111111,32.58021833247773,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,100,42,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.03607559974747475,0.04334201388888889,36.533806354709654,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,100,63,nvcr,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.10577888257575757,0.11304529671717171,39.59981344747659,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,100,0,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.002195391414141414,0.002444760101010101,27.975933884874735,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,100,21,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.011582228535353536,0.011840277777777778,32.59455382548822,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,100,42,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.03595012626262626,0.036237373737373735,36.57971563973983,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
waterfall-cif,352,288,100,63,python,waterfall,729250456374cb2cfe71b17e0c8ea7399b5c5c9e941e145f0aa30fcbba209ab5,100,0.10542534722222222,0.10575047348484848,39.630805603749934,decoded-yuv420p8-pooled-plane-6-1-1-v1,a6cc2b4f3c254003fbd2c4278a59d4682682813b179d6c1fa83cfa38036a993e
