schema,hardware,execution_mode,container_image,container_digest,operation,resolution,input,size,fps,frames,warmup_frames,run_index,runs_planned,qp,gop_size,engine_profile,payload_bytes,payload_bpp,codec_time_seconds,throughput_fps,psnr_yuv,peak_memory_mb,peak_gpu_memory_mb,peak_system_memory_mb,min_largest_free_block_mb,memory_sampler,memory_sample_ms
"resolution-matrix.v1","jetson-orin","native","","","decode","540p","/home/oelghati/nvcr/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","1","2","32","100","540p","132180","0.020398148","4.259","23.482","35.703962","1097.796875","null","2580.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","encode","540p","/home/oelghati/nvcr/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","2","2","32","100","540p","132180","0.020398148","4.452","22.463","null","1095.746094","null","2582.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","decode","540p","/home/oelghati/nvcr/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","2","2","32","100","540p","132180","0.020398148","4.309","23.208","35.703962","1097.894531","null","2586.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","encode","540p","/home/oelghati/nvcr/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","average","2","32","100","540p","132180","0.020398148","4.452000","22.462500","null","1095.750000","null","2583.000000","4.000000","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","decode","540p","/home/oelghati/nvcr/../datasets/540p/BasketballDrive_960x540_50.yuv","960x540","50","100","10","average","2","32","100","540p","132180","0.020398148","4.284000","23.345000","35.703962","1097.894531","null","2586.000000","4.000000","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","encode","720p","/home/oelghati/nvcr/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","1","2","32","100","720p","76845","0.006670573","7.966","12.554","null","1072.453125","null","2559.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","decode","720p","/home/oelghati/nvcr/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","1","2","32","100","720p","76845","0.006670573","7.179","13.929","40.357005","1076.976562","null","2569.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","encode","720p","/home/oelghati/nvcr/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","2","2","32","100","720p","76845","0.006670573","8.053","12.418","null","1072.46875","null","2582.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","decode","720p","/home/oelghati/nvcr/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","2","2","32","100","720p","76845","0.006670573","7.271","13.752","40.357005","1074.996094","null","2562.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","encode","720p","/home/oelghati/nvcr/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","average","2","32","100","720p","76845","0.006670573","8.009500","12.486000","null","1072.468750","null","2582.000000","4.000000","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","decode","720p","/home/oelghati/nvcr/../datasets/720p/FourPeople_1280x720_60.yuv","1280x720","30","100","10","average","2","32","100","720p","76845","0.006670573","7.225000","13.840500","40.357005","1076.976562","null","2569.000000","4.000000","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","encode","1080p","/home/oelghati/nvcr/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","1","2","32","100","1080p","340890","0.013151620","17.768","5.628","null","1126.792969","null","2637.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","decode","1080p","/home/oelghati/nvcr/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","1","2","32","100","1080p","340890","0.013151620","15.989","6.254","36.321351","1129.839844","null","2644.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","encode","1080p","/home/oelghati/nvcr/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","2","32","100","1080p","340890","0.013151620","17.816","5.613","null","1124.792969","null","2660.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","decode","1080p","/home/oelghati/nvcr/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","2","2","32","100","1080p","340890","0.013151620","16.393","6.100","36.321351","1129.828125","null","2666.0","4.0","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","encode","1080p","/home/oelghati/nvcr/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","2","32","100","1080p","340890","0.013151620","17.792000","5.620500","null","1126.792969","null","2660.000000","4.000000","procfs+nvidia-smi+tegrastats","100"
"resolution-matrix.v1","jetson-orin","native","","","decode","1080p","/home/oelghati/nvcr/../datasets/hd/BasketballDrive_1920x1080_50.yuv","1920x1080","60","100","10","average","2","32","100","1080p","340890","0.013151620","16.191000","6.177000","36.321351","1129.839844","null","2666.000000","4.000000","procfs+nvidia-smi+tegrastats","100"
